name,address,zipcode,price_low,price_high,layout,amenities,link,phone_number
Aspire Residences,"2111 S Wabash Ave, Chicago, IL",60616,"$1,845","$8,550",1-3 Beds,"Pets Allowed, Fitness Center, Pool, Dishwasher, In Unit Washer & Dryer, Disposal",https://www.apartments.com/aspire-residences-chicago-il/dtdhkwk/,(773) 322-1761
Noca Blu,"2340 N California Ave, Chicago, IL",60647,"$2,005","$5,020",Studio - 2 Beds,"Pets Allowed, Fitness Center, In Unit Washer & Dryer, Grill, Controlled Access, Elevator, Rooftop Deck",https://www.apartments.com/noca-blu-chicago-il/ete7bvp/,(708) 318-4489
Milieu,"205 S Peoria, Chicago, IL",60607,"$2,194","$8,007",Studio - 2 Beds,"Pets Allowed, Fitness Center, Pool, Refrigerator, Kitchen, In Unit Washer & Dryer",https://www.apartments.com/milieu-chicago-il/ck37f1d/,(708) 775-3278
The Grove Luxury Townhomes,"3000 Cottonwood Ln, River Grove, IL",60171,"$4,225","$5,000",3-4 Beds,"Pets Allowed, Fitness Center, Pool, In Unit Washer & Dryer, Clubhouse, Gated, EV Charging",https://www.apartments.com/the-grove-luxury-townhomes-river-grove-il/ebeplpn/,(708) 695-6233
The Main,"847 Chicago Ave, Evanston, IL",60202,"$2,721","$7,017",Studio - 3 Beds,"Pets Allowed, Fitness Center, In Unit Washer & Dryer, High-Speed Internet, Controlled Access, Elevator",https://www.apartments.com/the-main-evanston-il/kgtb49b/,(224) 269-6382
Aurelien,"833 N Clark St, Chicago, IL",60610,"$2,144","$13,031",Studio - 3 Beds,,https://www.apartments.com/aurelien-chicago-il/gzlnypw/,(708) 665-2652
820 Michigan by 3L Living,"820 S Michigan Ave, Chicago, IL",60605,"$1,699","$2,599",Studio - 2 Beds,,https://www.apartments.com/820-michigan-by-3l-living-chicago-il/sfcybe5/,(708) 637-0432
The Van Buren,"808 W Van Buren St, Chicago, IL",60607,"$1,849","$8,924",Studio - 2 Beds,,https://www.apartments.com/the-van-buren-chicago-il/vzm8v5e/,(708) 775-3244
One Bennett Park,"514 N Peshtigo Ct, Chicago, IL",60611,"$4,150","$22,995",1-4 Beds,,https://www.apartments.com/one-bennett-park-chicago-il/8tk6fq0/,(708) 919-3001
920 N Wells St,"920 N Wells St, Chicago, IL",60610,"$2,118","$9,999",Studio - 3 Beds,,https://www.apartments.com/920-n-wells-chicago-il/1mjy405/,(708) 725-1011
State & Chestnut,"845 N State St, Chicago, IL",60610,"$2,005","$8,487",Studio - 2 Beds,,https://www.apartments.com/state-chestnut-chicago-il/wqdtq1l/,(708) 725-1820
Lofts At River East,"401-465 E Illinois St, Chicago, IL",60611,"$2,030","$5,690",Studio - 3 Beds,,https://www.apartments.com/lofts-at-river-east-chicago-il/6vz03br/,(708) 683-4818
868 N. Wells,"868 N Wells St, Chicago, IL",60610,"$2,312","$9,481",Studio - 3 Beds,,https://www.apartments.com/868-n-wells-chicago-il/z46h3sy/,(888) 893-6096
73 East Lake,"73 E Lake St, Chicago, IL",60601,"$2,283","$7,323",Studio - 2 Beds,,https://www.apartments.com/73-east-lake-chicago-il/cydh5vd/,(646) 362-4878
Linea Apartments,"215 W Lake St, Chicago, IL",60606,"$2,114","$8,455",Studio - 3 Beds,,https://www.apartments.com/linea-apartments-chicago-il/rklm500/,(708) 775-2221
500 Lake Shore Drive,"500 N Lake Shore Dr, Chicago, IL",60611,"$2,285","$5,595",Studio - 2 Beds,,https://www.apartments.com/500-lake-shore-drive-chicago-il/yhlytys/,(708) 919-3597
The Alfred,"30 E Adams St, Chicago, IL",60603,"$1,845","$2,265",Studio - 1 Bed,,https://www.apartments.com/the-alfred-chicago-il/e8shcxp/,(708) 477-3490
Cassidy on Canal,"350 N Canal St, Chicago, IL",60606,"$2,271","$11,371",Studio - 2 Beds,,https://www.apartments.com/cassidy-on-canal-chicago-il/z7m7zvz/,(866) 850-8920
Emme,"165 N Desplaines St, Chicago, IL",60661,"$2,103","$8,095",Studio - 2 Beds,,https://www.apartments.com/emme-chicago-il/70lt9dw/,(708) 853-6117
North+Vine,"633 W North Ave, Chicago, IL",60610,"$2,660","$4,525",Studio - 3 Beds,,https://www.apartments.com/north-vine-chicago-il/f6wress/,(708) 775-2218
K2 Apartments,"365 N Halsted St, Chicago, IL",60661,"$1,770","$5,849",Studio - 3 Beds,,https://www.apartments.com/k2-apartments-chicago-il/26r85s9/,(708) 775-2345
Onni Fulton Market,"354 N Union Ave, Chicago, IL",60661,"$2,188","$25,653",Studio - 3 Beds,,https://www.apartments.com/onni-fulton-market-chicago-il/by0mn79/,(708) 797-9487
State and Grand,"505 N State St, Chicago, IL",60654,"$2,132","$6,760",1-3 Beds,,https://www.apartments.com/state-and-grand-chicago-il/hw8hlq0/,(708) 303-7775
Landmark West Loop,"1035 W Van Buren St, Chicago, IL",60607,"$2,025","$7,195",Studio - 3 Beds,,https://www.apartments.com/landmark-west-loop-chicago-il/kx1zfe8/,(708) 853-6779
Eleven40,"1140 So Wabash Ave, Chicago, IL",60605,"$1,721","$6,014",Studio - 2 Beds,,https://www.apartments.com/eleven40-chicago-il/dsspjlk/,(708) 775-2321
The Row Fulton Market,"164 N Peoria St, Chicago, IL",60607,"$2,930","$19,995",Studio - 4 Beds,,https://www.apartments.com/the-row-fulton-market-chicago-il/4trf0hl/,(708) 498-4514
Brix on Morse,"1340 W Morse Ave, Chicago, IL",60626,"$1,555","$1,655",1 Bed,,https://www.apartments.com/brix-on-morse-chicago-il/bpngsz9/,(224) 215-7672
21st Street Lofts by 3L Living,"61 E 21st St, Chicago, IL",60616,"$1,739","$1,739",1 Bed,,https://www.apartments.com/21st-street-lofts-by-3l-living-chicago-il/yhc15ht/,(708) 797-9571
Lake Shore Plaza,"445 E Ohio St, Chicago, IL",60611,"$1,850","$3,995",1-2 Beds,,https://www.apartments.com/lake-shore-plaza-chicago-il/66wg4sr/,(708) 919-2978
Coppia,"1101 W Van Buren St, Chicago, IL",60607,"$1,827","$4,240",Studio - 2 Beds,,https://www.apartments.com/coppia-chicago-il/lwknd0f/,(872) 529-3535
100 West Chestnut Apartments,"100 W Chestnut St, Chicago, IL",60610,"$2,063","$3,442",1-2 Beds,,https://www.apartments.com/100-west-chestnut-apartments-chicago-il/dm2929k/,(708) 919-3601
1401 S. State,"1401 S State St, Chicago, IL",60605,"$1,990","$9,093",Studio - 2 Beds,,https://www.apartments.com/1401-s-state-chicago-il/4nfye8j/,(708) 775-3592
30 E. Roosevelt Rd,"30 E Roosevelt Rd, Chicago, IL",60605,"$1,525","$2,300",Studio - 2 Beds,,https://www.apartments.com/30-e-roosevelt-rd-chicago-il/rx4njb3/,(708) 934-8132
AM1980,"1980 N Milwaukee Ave, Chicago, IL",60647,"$1,797","$3,009",Studio - 2 Beds,,https://www.apartments.com/am1980-chicago-il/t3nmpj9/,(708) 512-7698
731 Plymouth by 3L Living,"731 S Plymouth Ct, Chicago, IL",60605,"$1,999","$2,550",2 Beds,,https://www.apartments.com/731-plymouth-by-3l-living-chicago-il/9km64w5/,(708) 934-4095
6954 N Sheridan Rd,"6954 N Sheridan Rd, Chicago, IL",60626,"$1,200","$3,200",Studio - 3 Beds,,https://www.apartments.com/6954-n-sheridan-rd-chicago-il/tv97nw8/,(224) 344-1681
Addams Coliving,"1407 W 15th St, Chicago, IL",60608,"$1,110","$1,320",2-4 Beds,,https://www.apartments.com/addams-coliving-chicago-il/0p9qq41/,(708) 316-4691
The Pavilion,"5441 NE NEast River Rd, Chicago, IL",60656,"$1,245","$5,386",Studio - 4 Beds,,https://www.apartments.com/the-pavilion-chicago-il/405n4nh/,(630) 250-3139
The Flamingo Apartments,"5500 S Shore Dr, Chicago, IL",60637,"$1,220","$2,542",Studio - 2 Beds,,https://www.apartments.com/the-flamingo-apartments-chicago-il/vylvywd/,(708) 298-4277
Times Square Apartments,"869 W Buena Ave, Chicago, IL",60613,"$1,003","$2,316",Studio - 2 Beds,,https://www.apartments.com/times-square-apartments-chicago-il/q02fqew/,(708) 695-6145
Edith Spurlock Sampson Apartments,"2720 N Sheffield Ave, Chicago, IL",60614,Call for Rent,Call for Rent,Studio - 1 Bed,,https://www.apartments.com/edith-spurlock-sampson-apartments-chicago-il/ze418hz/,(833) 605-2466
5748 Blackstone By 3L Living,"5748 S Blackstone Ave, Chicago, IL",60637,$699,$699,Studio,,https://www.apartments.com/5748-blackstone-by-3l-living-chicago-il/v6vpffe/,(219) 600-3515
5445 Ingleside By 3L Living,"5445 S Ingleside Ave, Chicago, IL",60615,$640,$679,Studio,,https://www.apartments.com/5445-ingleside-by-3l-living-chicago-il/3jfml6f/,(708) 572-3370
Sheffield of Lincoln Park,"2700 N Sheffield Ave, Chicago, IL",60614,"$1,169","$3,500",1-3 Beds,,https://www.apartments.com/sheffield-of-lincoln-park-chicago-il/l9jzwfd/,(708) 725-0076
Park 205,"205 W Touhy Ave, Park Ridge, IL",60068,"$2,745","$5,400",1-3 Beds,,https://www.apartments.com/park-205-park-ridge-il/c26hs7g/,(224) 282-0526
Ridgeland Flats,"261 Washington Blvd, Oak Park, IL",60302,"$2,250","$3,495",1-3 Beds,,https://www.apartments.com/ridgeland-flats-oak-park-il/xdfqtbn/,(708) 934-8986
Chateau on Wells,"707 N Wells St, Chicago, IL",60654,"$2,750","$6,092",1-3 Beds,,https://www.apartments.com/chateau-on-wells-chicago-il/tl9re6b/,(872) 274-4049
Chestnut Place,"8 W Chestnut St, Chicago, IL",60610,"$2,141","$3,363",Studio - 2 Beds,,https://www.apartments.com/chestnut-place-chicago-il/62jhclv/,(708) 477-3238
1225 Old Town,"1225 N Wells St, Chicago, IL",60610,"$2,085","$5,264",Studio - 3 Beds,,https://www.apartments.com/1225-old-town-chicago-il/t2vmbjb/,(708) 775-3873
Uptown Regency - 5050 N Sheridan Rd,"5050 N Sheridan Rd, Chicago, IL",60640,"$1,654","$2,421",1-2 Beds,,https://www.apartments.com/uptown-regency-5050-n-sheridan-rd-chicago-il/kcrnbzb/,(224) 344-2998
2950 North Sheridan,"2950 N Sheridan Rd, Chicago, IL",60657,"$2,808","$8,167",Studio - 3 Beds,,https://www.apartments.com/2950-north-sheridan-chicago-il/c9ycs9e/,(708) 613-8619
Westerly,"740 N Aberdeen St, Chicago, IL",60642,"$2,281","$6,548",Studio - 3 Beds,,https://www.apartments.com/westerly-chicago-il/c718ypd/,(708) 402-8917
2555 N Clark St,"2555 N Clark St, Chicago, IL",60614,"$2,572","$3,850",1-2 Beds,,https://www.apartments.com/2555-n-clark-st-chicago-il/keyexcc/,(708) 919-3546
Niche 905,"905 N Orleans St, Chicago, IL",60610,"$2,184","$6,130",Studio - 3 Beds,,https://www.apartments.com/niche-905-chicago-il/b623ryc/,(312) 564-4568
The Erikson,"3728 N Lake Shore Dr, Chicago, IL",60613,"$2,650","$2,650",1 Bed,,https://www.apartments.com/the-erikson-chicago-il/sc04mn5/,(844) 319-6025
Env Chicago,"345 N Wells St, Chicago, IL",60654,"$2,170","$4,315",Studio - 2 Beds,,https://www.apartments.com/env-chicago-chicago-il/xj0e49p/,(708) 725-1481
The Jax,"1220 W Jackson Blvd, Chicago, IL",60607,"$1,945","$3,530",Studio - 2 Beds,,https://www.apartments.com/the-jax-chicago-il/v9tplbd/,(708) 498-3446
927 W. Irving Park,"927 W Irving Park Rd, Chicago, IL",60613,"$2,300","$3,000",1-2 Beds,,https://www.apartments.com/927-w-irving-park-chicago-il/787w98y/,(872) 246-7764
Union West,"939 W Washington Blvd, Chicago, IL",60607,"$2,020","$8,662",Studio - 3 Beds,,https://www.apartments.com/union-west-chicago-il/lv4w89d/,(708) 919-2651
Eight Eleven Uptown,"811 W Agatite Ave, Chicago, IL",60640,"$2,090","$15,373",Studio - 3 Beds,,https://www.apartments.com/eight-eleven-uptown-chicago-il/9csqfd4/,(224) 344-2484
Roosevelt Collection Lofts,"1135 S Delano Ct, Chicago, IL",60605,"$2,491","$3,886",1-2 Beds,,https://www.apartments.com/roosevelt-collection-lofts-chicago-il/3w2802d/,(708) 725-0904
Webster House,"2150 N Lincoln Park W, Chicago, IL",60614,"$2,275","$2,500",1 Bed,,https://www.apartments.com/webster-house-chicago-il/cvhg26e/,(708) 725-0781
369 Grand by Onni,"369 W Grand Ave, Chicago, IL",60654,"$2,151","$77,776",Studio - 4 Beds,,https://www.apartments.com/369-grand-by-onni-chicago-il/r5x3bh0/,(224) 470-7402
One East Delaware,"1 E Delaware Pl, Chicago, IL",60611,"$1,933","$15,374",Studio - 2 Beds,,https://www.apartments.com/one-east-delaware-chicago-il/8ebn1p0/,(708) 303-8965
3450 N. Lake Shore Drive,"3450 N Lake Shore Dr, Chicago, IL",60657,"$1,880","$4,225",Studio - 3 Beds,,https://www.apartments.com/3450-n-lake-shore-drive-chicago-il/wwyf89l/,(708) 725-0602
Aberdeen East,"171 N Aberdeen St, Chicago, IL",60607,"$2,270","$5,418",Studio - 2 Beds,,https://www.apartments.com/aberdeen-east-chicago-il/j805tz6/,(708) 695-6136
Parkline Chicago,"60 E Randolph St, Chicago, IL",60601,"$2,368","$10,700",Studio - 4 Beds,,https://www.apartments.com/parkline-chicago-chicago-il/3zg8bwg/,(312) 757-7714
Ravenswood Terrace,"1801 W Argyle St, Chicago, IL",60640,"$2,165","$4,490",Studio - 3 Beds,,https://www.apartments.com/ravenswood-terrace-chicago-il/dlm4rsh/,(224) 328-3751
Cortland River North,"220 W Illinois St, Chicago, IL",60654,"$2,729","$3,743",1-2 Beds,,https://www.apartments.com/cortland-river-north-chicago-il/86vqmm0/,(708) 797-9427
1000 South Clark,"1000 S Clark St., Chicago, IL",60605,"$1,925","$7,320",Studio - 3 Beds,,https://www.apartments.com/1000-south-clark-chicago-il/jmwtjq5/,(708) 725-1136
The Hudson,"750 N Hudson Ave, Chicago, IL",60654,"$2,709","$16,553",1-3 Beds,,https://www.apartments.com/the-hudson-chicago-il/jpwj3x6/,(708) 426-1180
The Reed,"234 W Polk St, Chicago, IL",60607,"$2,238","$6,469",Studio - 3 Beds,,https://www.apartments.com/the-reed-chicago-il/10mm7q5/,(855) 647-4540
The Elizabeth Chicago,"225 N Elizabeth St, Chicago, IL",60607,"$2,115","$7,295",Studio - 3 Beds,,https://www.apartments.com/the-elizabeth-chicago-chicago-il/bztpg0c/,(833) 618-1309
Scio at the Medical District,"901 S Ashland Ave, Chicago, IL",60607,"$1,810","$5,060",Studio - 2 Beds,,https://www.apartments.com/scio-at-the-medical-district-chicago-il/yvbd2vr/,(708) 938-3138
The Montrose,"4334 N Hazel St, Chicago, IL",60613,"$1,615","$4,385",Studio - 2 Beds,,https://www.apartments.com/the-montrose-chicago-il/bg810db/,(224) 344-2793
The Sinclair,"1201 N La Salle Dr, Chicago, IL",60610,"$2,571","$11,995",Studio - 4 Beds,,https://www.apartments.com/the-sinclair-chicago-il/vwyqs6f/,(708) 725-1404
Park Dearborn,"1260 N Dearborn St, Chicago, IL",60610,"$1,425","$1,675",Studio,,https://www.apartments.com/park-dearborn-chicago-il/xeehskp/,(708) 683-4418
4102 N Sheridan Rd,"4102 N Sheridan Rd, Chicago, IL",60613,"$1,875","$3,600",Studio - 2 Beds,,https://www.apartments.com/4102-n-sheridan-rd-chicago-il/hg8r3f0/,(877) 919-3982
Eight O Five,"805 N LaSalle Dr, Chicago, IL",60610,"$1,882","$4,642",Studio - 2 Beds,,https://www.apartments.com/eight-o-five-chicago-il/lf7cr1e/,(872) 326-1979
Porte,"855 W Madison St, Chicago, IL",60607,"$2,270","$12,559",Studio - 3 Beds,,https://www.apartments.com/porte-chicago-il/x6kk6kn/,(708) 316-9329
Atwater Apartments,"355 E Ohio St, Chicago, IL",60611,"$2,331","$6,412",Studio - 3 Beds,,https://www.apartments.com/atwater-apartments-chicago-il/tg6h5xb/,(708) 725-1327
1000M,"1000 S Michigan Ave, Chicago, IL",60605,"$2,085","$15,980",Studio - 4 Beds,,https://www.apartments.com/1000m-chicago-il/klm1wdb/,(312) 564-5012
The Ardus,"676 N La Salle Dr, Chicago, IL",60654,"$1,745","$2,695",Studio - 1 Bed,,https://www.apartments.com/the-ardus-chicago-il/0mj5931/,(708) 919-3408
The Heron,"5440 N Sheridan Rd, Chicago, IL",60640,"$1,750","$3,450",Studio - 2 Beds,,https://www.apartments.com/the-heron-chicago-il/1vrxex5/,(224) 505-8692
The Rosemont,"1214-1224 W Rosemont Ave, Chicago, IL",60660,"$3,400","$3,400",4 Beds,,https://www.apartments.com/the-rosemont-chicago-il/k1tfjw8/,(224) 505-2328
The Morgan at Loyola Station,"1209 W Arthur Ave, Chicago, IL",60626,"$1,840","$2,981",Studio - 2 Beds,,https://www.apartments.com/the-morgan-at-loyola-station-chicago-il/8005131/,(224) 328-2144
The Brixen,"2817-2851 N Natoma Ave, Chicago, IL",60634,"$2,047","$3,086",2 Beds,,https://www.apartments.com/the-brixen-chicago-il/c2q1h2e/,(224) 470-7964
Spoke,"728 N Morgan St, Chicago, IL",60642,"$1,975","$12,558",Studio - 3 Beds,,https://www.apartments.com/spoke-chicago-il/5zc3lln/,(708) 725-1565
The Teller House,"4753 N Broadway St, Chicago, IL",60640,"$1,177","$1,930",Studio - 1 Bed,,https://www.apartments.com/the-teller-house-chicago-il/2ft6v69/,(224) 529-0625
River City Apartments,"800 S Wells St, Chicago, IL",60607,"$1,950","$4,550",Studio - 4 Beds,,https://www.apartments.com/river-city-apartments-chicago-il/qwr86xw/,(708) 553-4258
Buena Terrace - 4242 N Sheridan Rd,"4242 N Sheridan Rd, Chicago, IL",60613,"$1,457","$2,312",Studio - 2 Beds,,https://www.apartments.com/buena-terrace-4242-n-sheridan-rd-chicago-il/df0gv1k/,(708) 919-2498
Gateway West Loop,"11 S Green St, Chicago, IL",60607,"$1,777","$7,340",Studio - 2 Beds,,https://www.apartments.com/gateway-west-loop-chicago-il/7cqv21y/,(708) 303-6734
The Eagle Building - 3833 N Broadway,"3833 N Broadway St, Chicago, IL",60613,"$1,950","$5,200",Studio - 3 Beds,,https://www.apartments.com/the-eagle-building-3833-n-broadway-chicago-il/z1tx2wy/,(312) 465-4096
The Duncan,"1515 W Monroe St, Chicago, IL",60607,"$1,645","$2,195",Studio - 1 Bed,,https://www.apartments.com/the-duncan-chicago-il/zfpdlnx/,(708) 853-5901
Verdant Apartments,"830 N Milwaukee Ave, Chicago, IL",60642,"$1,644","$3,245",Studio - 3 Beds,,https://www.apartments.com/verdant-apartments-chicago-il/qs7tyqx/,(708) 316-9336
215 West Apartments,"215 W Washington St, Chicago, IL",60606,"$2,014","$5,332",Studio - 3 Beds,,https://www.apartments.com/215-west-apartments-chicago-il/kgpezvb/,(708) 665-2657
Mondial River West,"910 W Huron St, Chicago, IL",60642,"$2,034","$3,462",1-4 Beds,,https://www.apartments.com/mondial-river-west-chicago-il/36sqh1g/,(708) 512-3417
5401 Cornell by 3L Living,"5401 S Cornell Ave, Chicago, IL",60615,"$1,999","$1,999",2 Beds,,https://www.apartments.com/5401-cornell-by-3l-living-chicago-il/rsl9cv0/,(219) 600-3514
Than Tower,"343 W Schiller St, Chicago, IL",60610,"$1,684","$3,233",Studio - 2 Beds,,https://www.apartments.com/than-tower-chicago-il/kggnbkb/,(312) 445-2069
1407 on Michigan,"1407 S Michigan Ave, Chicago, IL",60605,"$1,742","$7,219",Studio - 3 Beds,,https://www.apartments.com/1407-on-michigan-chicago-il/rq0jfy2/,(708) 919-2789
The Bush Temple,"800 N Clark St, Chicago, IL",60610,"$1,495","$2,725",Studio - 1 Bed,,https://www.apartments.com/the-bush-temple-chicago-il/36nzexg/,(708) 919-2505
The Clark Gold Coast,"1201 N Clark St, Chicago, IL",60610,"$1,900","$3,950",Studio - 2 Beds,,https://www.apartments.com/the-clark-gold-coast-chicago-il/1vftkw4/,(833) 322-5291
The Elle Apartments,"801 S Financial Pl, Chicago, IL",60605,"$1,835","$5,192",Studio - 3 Beds,,https://www.apartments.com/the-elle-apartments-chicago-il/gbwbhpx/,(312) 248-7124
The Van der Rohe,"2933 N Sheridan Rd, Chicago, IL",60657,"$2,010","$2,695",1-3 Beds,,https://www.apartments.com/the-van-der-rohe-chicago-il/fzpd6cv/,(708) 725-1923
1100 N Dearborn St,"1100 N Dearborn St, Chicago, IL",60610,"$1,600","$2,750",Studio - 2 Beds,,https://www.apartments.com/1100-n-dearborn-chicago-il/9rtg3d5/,(708) 628-6889
The Arcade Residences,"1135 W Sheridan Rd, Chicago, IL",60660,"$1,950","$1,950",1-3 Beds,,https://www.apartments.com/the-arcade-residences-chicago-il/rnqfk10/,(847) 744-8051
Hollywood Beach,"5747 N Winthrop Ave, Chicago, IL",60660,"$1,700","$1,700",1 Bed,,https://www.apartments.com/hollywood-beach-chicago-il/ykvh96t/,(224) 328-2016
777 South State,"2 E 8th St, Chicago, IL",60605,"$1,750","$2,835",Studio - 3 Beds,,https://www.apartments.com/777-south-state-chicago-il/4bnymbh/,(708) 725-0759
Belmont Tower Apartments,"510 W Belmont Ave, Chicago, IL",60657,"$1,950","$3,276",1-3 Beds,,https://www.apartments.com/belmont-tower-apartments-chicago-il/pjqpjks/,(708) 613-8557
The Belmont by Reside,"3170 N Sheridan Rd, Chicago, IL",60657,"$1,413","$6,431",Studio - 3 Beds,,https://www.apartments.com/the-belmont-by-reside-chicago-il/478w45h/,(708) 919-2700
8524-8532 W Gregory St,"8524-8532 W Gregory St, Chicago, IL",60656,"$1,450","$2,200",Studio - 2 Beds,,https://www.apartments.com/8524-8532-w-gregory-st-chicago-il/rf3vz11/,(866) 442-6417
Anderson Point,"5700 N Ashland Ave, Chicago, IL",60660,"$1,495","$4,800",Studio - 3 Beds,,https://www.apartments.com/anderson-point-chicago-il/msm6wwh/,(224) 344-1964
The Lawrence House,"1020 W Lawrence Ave, Chicago, IL",60640,"$1,185","$1,950",Studio - 1 Bed,,https://www.apartments.com/the-lawrence-house-chicago-il/03jytv3/,(708) 725-0940
Dearborn North,"1117 N Dearborn St, Chicago, IL",60610,"$1,350","$1,700",Studio - 1 Bed,,https://www.apartments.com/dearborn-north-chicago-il/dpj6g2j/,(224) 204-0585
40 East Oak,"40 E Oak St, Chicago, IL",60611,"$1,650","$8,000",Studio - 1 Bed,,https://www.apartments.com/40-east-oak-chicago-il/g7czt6y/,(708) 725-0570
Grace Street Towers,"635 W Grace St, Chicago, IL",60613,"$1,300","$1,600",Studio,,https://www.apartments.com/grace-street-towers-chicago-il/ydzw5qv/,(224) 344-2392
1323 W Morse Ave,"1323 W Morse Ave, Chicago, IL",60626,"$1,310","$4,054",1-2 Beds,,https://www.apartments.com/1323-w-morse-ave-chicago-il/rnrt7b2/,(224) 328-1986
Affinity of North Avenue,"551 W North Ave, Chicago, IL",60610,"$2,300","$3,208",Studio - 2 Beds,,https://www.apartments.com/affinity-of-north-avenue-chicago-il/pygyx9s/,(708) 919-3469
Sedgwick Apartments,"414 W Goethe St, Chicago, IL",60610,"$1,407","$1,626",2-3 Beds,,https://www.apartments.com/sedgwick-apartments-chicago-il/q6346wy/,(708) 775-2927
Axis Apartments and Lofts,"441 E Erie St, Chicago, IL",60611,"$1,685","$3,950",Studio - 3 Beds,,https://www.apartments.com/axis-apartments-and-lofts-chicago-il/rvp0fq0/,(708) 622-0944
Sheridan-Gunnison Apartments,"4827 N Sheridan Rd, Chicago, IL",60640,"$1,250","$2,225",Studio - 3 Beds,,https://www.apartments.com/sheridan-gunnison-apartments-chicago-il/d3es96j/,(224) 435-5014
Oakdale Terrace - 525 W Oakdale Ave,"525 W Oakdale Ave, Chicago, IL",60657,"$1,478","$2,642",1 Bed,,https://www.apartments.com/oakdale-terrace-525-w-oakdale-ave-chicago-il/rlcld93/,(708) 725-1941
534 W. Wellington Ave,"534 W Wellington Ave, Chicago, IL",60657,"$1,200","$1,550",Studio - 1 Bed,,https://www.apartments.com/534-w-wellington-ave-chicago-il/syvq466/,(224) 935-9770
The Draper,"5050 N Broadway St, Chicago, IL",60640,"$1,147","$4,575",Studio - 2 Beds,,https://www.apartments.com/the-draper-chicago-il/6b7k8cs/,(708) 725-0021
Marina City,"300 N State St, Chicago, IL",60654,"$1,650","$4,500",Studio - 2 Beds,,https://www.apartments.com/marina-city-chicago-il/tzwsr68/,(708) 725-1602
Lincoln Park Plaza,"600 W Diversey Pky, Chicago, IL",60614,"$1,850","$2,597",1-3 Beds,,https://www.apartments.com/lincoln-park-plaza-chicago-il/dtc5hdj/,(708) 725-1800
The Deco North Lake Shore,"1400 N Lake Shore Dr, Chicago, IL",60610,"$1,629","$8,062",Studio - 3 Beds,,https://www.apartments.com/the-deco-north-lake-shore-chicago-il/52mmz5q/,(708) 775-2480
The Vivian,"6807 N Sheridan Rd, Chicago, IL",60626,"$1,041","$1,723",Studio - 1 Bed,,https://www.apartments.com/the-vivian-chicago-il/zd6399y/,(224) 435-5203
Beachwalk Apartments,"420 W Fullerton Pky, Chicago, IL",60614,"$1,508","$2,341",Studio - 2 Beds,,https://www.apartments.com/beachwalk-apartments-chicago-il/yfflljs/,(708) 613-8578
The Edison,"5200 N Sheridan Rd, Chicago, IL",60640,"$1,042","$3,137",Studio - 3 Beds,,https://www.apartments.com/the-edison-chicago-il/9ncpx94/,(224) 505-4993
Dearborn Plaza,"1030 N Dearborn St, Chicago, IL",60610,"$1,105","$1,105",Studio,,https://www.apartments.com/dearborn-plaza-chicago-il/268grq9/,(224) 204-0762
Winthrop Residences,"6044 N Winthrop Ave, Chicago, IL",60660,"$1,622","$3,415",1-3 Beds,,https://www.apartments.com/winthrop-residences-chicago-il/5m6yc9n/,(224) 458-2976
The Regal Apartments,"651 S Wells St, Chicago, IL",60607,"$1,642","$3,747",1-3 Beds,,https://www.apartments.com/the-regal-apartments-chicago-il/76ryzsw/,(708) 298-4327
The Rosie,"1461 S Blue Island Ave, Chicago, IL",60608,"$1,691","$4,536",Studio - 1 Bed,,https://www.apartments.com/the-rosie-chicago-il/lecg4wd/,(708) 223-2820
Gramercy Row Apartments,"660 N Dearborn St, Chicago, IL",60654,"$1,140","$2,652",Studio - 2 Beds,,https://www.apartments.com/gramercy-row-apartments-chicago-il/vsnx64d/,(708) 919-2985
5540 Hyde Park by 3L Living,"5540 S Hyde Park Blvd, Chicago, IL",60637,$723,$858,Studio,,https://www.apartments.com/5540-hyde-park-by-3l-living-chicago-il/nfb05sm/,(219) 600-3490
Museum Walk Apartments,"5541 S Everett Ave, Chicago, IL",60637,$802,"$2,479",Studio - 2 Beds,,https://www.apartments.com/museum-walk-apartments-chicago-il/ewlg9lp/,(708) 683-3634
Stephen's Commons- Senior Living-Age 62+,"833 Wilson Ave, Chicago, IL",60640,$550,"$1,760",Studio - 2 Beds,,https://www.apartments.com/stephens-commons-senior-living-age-62-chicago-il/v1wqksd/,(334) 276-8233
AMLI Evanston,"737 Chicago Ave, Evanston, IL",60202,"$2,106","$5,524",Studio - 3 Beds,,https://www.apartments.com/amli-evanston-evanston-il/k2lrm98/,(224) 529-3464
415 PREMIER APARTMENTS,"415 Howard St, Evanston, IL",60202,"$1,626","$2,725",Studio - 2 Beds,,https://www.apartments.com/415-premier-apartments-evanston-il/qqn7pqz/,(224) 344-2597
Brentwood Apartments,"630 E George St, Bensenville, IL",60106,"$1,595","$1,895",1 Bed,,https://www.apartments.com/brentwood-apartments-bensenville-il/mm34nvk/,(708) 725-0768
550 Sheridan Sq,"550 Sheridan Sq, Evanston, IL",60202,"$2,250","$5,400",1-3 Beds,,https://www.apartments.com/550-sheridan-square-evanston-il/2q09zp9/,(224) 504-1079
Tapestry Station,"740 Main St, Evanston, IL",60202,"$1,689","$3,237",Studio - 2 Beds,,https://www.apartments.com/tapestry-station-evanston-il/fn196ev/,(224) 204-0491
