name,address,zipcode,price_low,price_high,layout,amenities,link,phone_number
450 W 50th St Unit 4R,"450 W 50th St Unit 4R, New York, NY",10019,"$5,995","$5,995","3 Beds, 2 Baths",,https://www.apartments.com/450-w-50th-st-new-york-ny-unit-4r/5exzh3m/,(551) 205-0762
635 W 42nd St Unit FL19-ID1435,"635 W 42nd St Unit FL19-ID1435, New York, NY",10036,"$4,270","$4,270","1 Bed, 1 Bath, 550 sq ft",,https://www.apartments.com/635-w-42nd-st-new-york-ny-unit-fl19-id1435/5jhwh6m/,(551) 257-0763
250 E 50th St Unit 2B,"250 E 50th St Unit 2B, New York, NY",10022,"$3,495","$3,495","1 Bed, 1 Bath",,https://www.apartments.com/250-e-50th-st-new-york-ny-unit-2b/5jnp47n/,(551) 205-0241
161 W 54th St Unit FL6-ID1492,"161 W 54th St Unit FL6-ID1492, New York, NY",10019,"$4,660","$4,660","2 Beds, 1 Bath, 800 sq ft",,https://www.apartments.com/161-w-54th-st-new-york-ny-unit-fl6-id1492/bmxl678/,(833) 391-9325
664 W 163rd St Unit 35,"664 W 163rd St Unit 35, New York, NY",10032,"$2,842","$2,842","2 Beds, 1 Bath, 700 sq ft",,https://www.apartments.com/664-w-163rd-st-new-york-ny-unit-35/nz3we5n/,(551) 272-7090
East 29th Street,"130 E 29th St Unit 1, New York, NY",10016,"$6,800","$6,800","3 Beds, 1 Bath",,https://www.apartments.com/east-29th-street-new-york-ny-unit-1/qx5ghmx/,(833) 727-4765
572 11th Ave Unit FL8-ID1567,"572 11th Ave Unit FL8-ID1567, New York, NY",10011,"$4,610","$4,610","1 Bed, 1 Bath, 586 sq ft",,https://www.apartments.com/572-11th-ave-new-york-ny-unit-fl8-id1567/f3vtd3s/,(646) 603-1687
2nd Ave,"520 2nd Ave Unit SCA, New York, NY",10016,"$5,240","$5,240","2 Beds, 1 Bath, 762 sq ft",,https://www.apartments.com/2nd-ave-new-york-ny-unit-sca/kdgw6w8/,(619) 810-5631
450 W 42nd St Unit FL36-ID1608,"450 W 42nd St Unit FL36-ID1608, New York, NY",10036,"$4,260","$4,260","Studio, 1 Bath, 480 sq ft",,https://www.apartments.com/450-w-42nd-st-new-york-ny-unit-fl36-id1608/3x4wg4d/,(551) 430-4486
235 W 48th St Unit FL40-ID1625,"235 W 48th St Unit FL40-ID1625, New York, NY",10036,"$4,400","$4,400","1 Bed, 1 Bath, 650 sq ft",,https://www.apartments.com/235-w-48th-st-new-york-ny-unit-fl40-id1625/4cz1jhh/,(855) 209-9654
814 Amsterdam Ave Unit FL4-ID1637,"814 Amsterdam Ave Unit FL4-ID1637, New York, NY",10025,"$3,890","$3,890","2 Beds, 2 Baths, 700 sq ft",,https://www.apartments.com/814-amsterdam-ave-new-york-ny-unit-fl4-id1637/j4zfkb5/,(551) 465-5109
521 E 5th St Unit FL2-ID1646,"521 E 5th St Unit FL2-ID1646, New York, NY",10009,"$4,440","$4,440","1 Bed, 1 Bath, 315 sq ft",,https://www.apartments.com/521-e-5th-st-new-york-ny-unit-fl2-id1646/levd3le/,(888) 689-6452
East 71st Street,"400 E 71st St Unit 3U, New York, NY",10021,"$4,000","$4,000","1 Bed, 1 Bath",,https://www.apartments.com/east-71st-street-new-york-ny-unit-3u/jfm4nb6/,(844) 597-1257
Astor Place,"1 Astor Pl Unit 3, New York, NY",10003,"$4,695","$4,695","1 Bed, 1 Bath",,https://www.apartments.com/astor-place-new-york-ny-unit-3/kfqxee8/,(844) 825-2790
15 William St Unit 21 B,"15 William St Unit 21 B, New York, NY",10005,"$5,600","$5,600","1 Bed, 1 Bath, 800 sq ft",,https://www.apartments.com/15-william-st-new-york-ny-unit-21-b/c1x0ezd/,
"No Fee,  2 bed / 1 bath apartment in Prime...","294 Harman St Unit 1RR, Brooklyn, NY",11237,"$2,775","$2,775","2 Beds, 1 Bath",,https://www.apartments.com/no-fee-2-bed-1-bath-apartment-in-prime-brooklyn-ny-unit-1rr/ktebmvb/,(929) 732-7485
"No Fee, Spacious three-bedroom in Williams...","754 Grand St Unit 3F, Brooklyn, NY",11211,"$5,500","$5,500","3 Beds, 1 Bath",,https://www.apartments.com/no-fee-spacious-three-bedroom-in-williams-brooklyn-ny-unit-3f/5wk2dtp/,(347) 427-5588
HENRY HUDSON PKWY W,"3333 Henry Hudson Pkwy W Unit 16V, The Bronx, NY",10463,"$2,680","$2,680","1 Bed, 1 Bath, 650 sq ft",,https://www.apartments.com/henry-hudson-pkwy-w-the-bronx-ny-unit-16v/kr0yswc/,(929) 822-5517
HENRY HUDSON PKWY W,"3333 Henry Hudson Pkwy W Unit 8C, The Bronx, NY",10463,"$2,690","$2,690","1 Bed, 1 Bath",,https://www.apartments.com/henry-hudson-pkwy-w-the-bronx-ny-unit-8c/rh1m9v3/,(929) 810-1231
HENRY HUDSON PKWY W,"3333 Henry Hudson Pkwy W Unit 15C, The Bronx, NY",10463,"$2,650","$2,650","1 Bed, 1 Bath",,https://www.apartments.com/henry-hudson-pkwy-w-the-bronx-ny-unit-15c/5fsl74q/,(929) 472-7163
FIELDSTON ROAD,"6015 Fieldston Rd Unit 3, The Bronx, NY",10471,"$3,500","$3,500","3 Beds, 1.5 Baths",,https://www.apartments.com/fieldston-road-the-bronx-ny-unit-3/g6rsq3z/,(929) 295-7503
HENRY HUDSON PKWY W,"3333 Henry Hudson Pkwy W Unit 18R, The Bronx, NY",10463,"$2,990","$2,990","1 Bed, 1 Bath, 994 sq ft",,https://www.apartments.com/henry-hudson-pkwy-w-the-bronx-ny-unit-18r/0mkdej0/,(929) 930-6004
124 Columbia Heights,"124 Columbia Heights, Brooklyn, NY",11201,"$4,700","$4,700","Studio, 1 Bath",,https://www.apartments.com/124-columbia-heights-brooklyn-ny/qeqbtmx/,(929) 552-8743
BEAUTIFULLY GUT RENOVATED LARGE STUDIO/ DU...,"479 Warren St Unit 1B, Brooklyn, NY",11217,"$3,400","$3,400","Studio, 1.5 Baths",,https://www.apartments.com/beautifully-gut-renovated-large-studio-du-brooklyn-ny-unit-1b/51mdeqp/,(888) 621-1241
731 Washington Ave,"731 Washington Ave, Brooklyn, NY",11238,"$5,000","$5,000","Studio, 1 Bath",,https://www.apartments.com/731-washington-ave-brooklyn-ny/2yren59/,(347) 916-4037
1265 Fulton St,"1265 Fulton St, Brooklyn, NY",11216,"$7,800","$7,800","Studio, 1 Bath",,https://www.apartments.com/1265-fulton-st-brooklyn-ny/c1skpef/,(786) 751-5815
128 Clifton Pl,"128 Clifton Pl, Brooklyn, NY",11238,"$5,200","$5,200","2 Beds, 1 Bath",,https://www.apartments.com/128-clifton-pl-brooklyn-ny/3hv8xlf/,(929) 460-8974
124 Columbia Heights,"124 Columbia Heights, Brooklyn, NY",11201,"$4,500","$4,500","Studio, 1 Bath",,https://www.apartments.com/124-columbia-heights-brooklyn-ny/sw75877/,(929) 552-8780
991 St Johns Pl,"991 St Johns Pl, Brooklyn, NY",11213,"$7,200","$7,200","3 Beds, 3 Baths",,https://www.apartments.com/991-st-johns-pl-brooklyn-ny/5tkkwfn/,(929) 220-1623
343 Gold St,"343 Gold St, Brooklyn, NY",11201,"$5,000","$5,000","2 Beds, 2 Baths",,https://www.apartments.com/343-gold-st-brooklyn-ny/vfpbtsg/,(862) 256-5574
8 Rutland Rd,"8 Rutland Rd, Brooklyn, NY",11225,"$4,795","$4,795","4 Beds, 2 Baths",,https://www.apartments.com/8-rutland-rd-brooklyn-ny/mck83ck/,
Private Bedroom in a 4 bedroom / 1 bathroo...,"1078 Dekalb Ave Unit 3FL, Brooklyn, NY",11221,$920,$920,"4 Beds, 1 Bath",,https://www.apartments.com/private-bedroom-in-a-4-bedroom-1-bathroo-brooklyn-ny-unit-3fl/n93cl9m/,(908) 341-1058
124 Columbia Heights,"124 Columbia Heights, Brooklyn, NY",11201,"$7,150","$7,150","1 Bed, 1 Bath",,https://www.apartments.com/124-columbia-heights-brooklyn-ny/brsb63c/,(929) 552-9003
124 Columbia Heights,"124 Columbia Heights, Brooklyn, NY",11201,"$5,950","$5,950","1 Bed, 1 Bath",,https://www.apartments.com/124-columbia-heights-brooklyn-ny/hlphn02/,(929) 552-0270
9 Dekalb Ave,"9 Dekalb Ave, Brooklyn, NY",11201,"$4,295","$4,295","Studio, 1 Bath",,https://www.apartments.com/9-dekalb-ave-brooklyn-ny/9147wl6/,(929) 298-7786
230 Ashland Pl,"230 Ashland Pl, Brooklyn, NY",11217,"$5,600","$5,600","2 Beds, 2 Baths",,https://www.apartments.com/230-ashland-pl-brooklyn-ny/tfmnxb8/,
810 Lexington Ave,"810 Lexington Ave, Brooklyn, NY",11221,"$4,100","$4,100","3 Beds, 2 Baths",,https://www.apartments.com/810-lexington-ave-brooklyn-ny/04j07e3/,(929) 640-1246
388 Bridge St,"388 Bridge St, Brooklyn, NY",11201,"$6,180","$6,180","2 Beds, 2 Baths",,https://www.apartments.com/388-bridge-st-brooklyn-ny/9lt4qf4/,(929) 429-4918
219 S 4th St,"219 S 4th St, Brooklyn, NY",11211,"$7,900","$7,900","3 Beds, 2 Baths",,https://www.apartments.com/219-s-4th-st-brooklyn-ny/qvydzzw/,(213) 466-0203
123 Melrose St,"123 Melrose St, Brooklyn, NY",11206,"$4,750","$4,750","2 Beds, 1 Bath",,https://www.apartments.com/123-melrose-st-brooklyn-ny/tdr9nrc/,(256) 680-8895
358 Dean St,"358 Dean St, Brooklyn, NY",11217,"$7,500","$7,500","4 Beds, 2 Baths",,https://www.apartments.com/358-dean-st-brooklyn-ny/6wvnnjv/,(888) 899-6620
724 40th St,"724 40th St, Brooklyn, NY",11232,"$2,500","$2,800","1-2 Beds, 1 Bath",,https://www.apartments.com/724-40th-st-brooklyn-ny/khx17hb/,
790 Halsey St,"790 Halsey St, Brooklyn, NY",11233,"$3,250","$3,350","2 Beds, 1.5 Baths, 1,090 sq ft",,https://www.apartments.com/790-halsey-st-brooklyn-ny/1q8y4z5/,(347) 427-5049
842 Carroll St,"842 Carroll St, Brooklyn, NY",11215,"$7,625","$7,625","2 Beds, 2 Baths",,https://www.apartments.com/842-carroll-st-brooklyn-ny/2y3pd98/,(570) 909-1618
Extra Large 3BR/1.5 Bath Duplex in Bushwic...,"1267 Gates Ave Unit 2, Brooklyn, NY",11221,"$4,875","$4,875","3 Beds, 1.5 Baths",,https://www.apartments.com/extra-large-3br-15-bath-duplex-in-bushwic-brooklyn-ny-unit-2/x0bfp6p/,(929) 581-7001
315 E 58th St,"315 E 58th St, New York, NY",10022,"$2,850","$10,000",Studio - 4 Beds,,https://www.apartments.com/315-e-58th-st-new-york-ny/tpdglmc/,
2330 Cambreleng Ave,"2330 Cambreleng Ave, Bronx, NY",10458,"$2,900","$5,500",1-4 Beds,,https://www.apartments.com/2330-cambreleng-ave-bronx-ny/v1qzf4d/,
Balsam Village,"87-20 Pitkin Ave, Ozone Park, NY",11417,"$1,600","$2,500",Studio - 1 Bed,,https://www.apartments.com/balsam-village-ozone-park-ny/k8qd67c/,
138 E 37th St,"138 E 37th St, New York, NY",10016,"$4,500","$6,600",Studio - 2 Beds,,https://www.apartments.com/138-e-37th-st-new-york-ny/xcsn6fp/,
The Oyster - 30 Day+ Rentals in the Heart ...,"322 E 11th St, New York, NY",10003,"$5,500","$5,500",2 Beds,,https://www.apartments.com/the-oyster-30-day-rentals-in-the-heart-new-york-ny/yer785s/,
308 W 18th St,"308 W 18th St, New York, NY",10011,"$3,200","$7,400",Studio - 2 Beds,,https://www.apartments.com/308-w-18th-st-new-york-ny/zj5hyyy/,
88 East End Ave,"88 East End Ave, New York, NY",10028,"$3,500","$5,800",Studio - 2 Beds,,https://www.apartments.com/88-east-end-ave-new-york-ny/p43plvt/,
230 Sullivan St,"230 Sullivan St, New York, NY",10012,"$3,900","$7,000",Studio - 2 Beds,,https://www.apartments.com/230-sullivan-st-new-york-ny/z9trhxx/,
89 Christopher St,"89 Christopher St, New York, NY",10014,"$5,000","$5,500",2 Beds,,https://www.apartments.com/89-christopher-st-new-york-ny/de4lb8h/,
111 E 39th St,"111 E 39th St, New York, NY",10016,"$4,000","$6,600",Studio - 2 Beds,,https://www.apartments.com/111-e-39th-st-new-york-ny/r8cpdt2/,
308 E 52nd St,"308 E 52nd St, New York, NY",10022,"$3,500","$7,400",Studio - 2 Beds,,https://www.apartments.com/308-e-52nd-st-new-york-ny/q49vjsz/,
16 E 77th St,"16 E 77th St, New York, NY",10075,"$19,000","$24,000",3 Beds,,https://www.apartments.com/16-e-77th-st-new-york-ny/cs8vd6g/,
152 W 15th St,"152 W 15th St, New York, NY",10011,"$4,000","$6,800",1-2 Beds,,https://www.apartments.com/152-w-15th-st-new-york-ny/qxkqb3z/,
35 E 7th St,"35 E 7th St, New York, NY",10003,"$3,400","$6,500",Studio - 2 Beds,,https://www.apartments.com/35-e-7th-st-new-york-ny/fymrqlr/,
Midwest Court,"410 W 53rd St, New York, NY",10019,"$3,483","$6,895",Studio - 3 Beds,,https://www.apartments.com/midwest-court-new-york-ny/tr9mjjc/,
1871 House,"130 E 62nd St, New York, NY",10065,"$3,955","$7,200",Studio - 1 Bed,,https://www.apartments.com/1871-house-new-york-ny/4nfseeh/,
235 Sullivan St,"235 Sullivan St, New York, NY",10012,"$4,700","$6,000",1 Bed,,https://www.apartments.com/235-sullivan-st-new-york-ny/kebxphb/,
Oxford East,"333-335 E 49th St, New York, NY",10017,"$3,100","$7,200",Studio - 4 Beds,,https://www.apartments.com/oxford-east-new-york-ny/20bp1q8/,
81 Sullivan St,"81 Sullivan St, New York, NY",10012,"$3,000","$10,000",Studio - 3 Beds,,https://www.apartments.com/81-sullivan-st-new-york-ny/6efh5yv/,
115 E 37th St,"115 E 37th St, New York, NY",10016,"$4,500","$6,400",Studio - 2 Beds,,https://www.apartments.com/115-e-37th-st-new-york-ny/2wq8nl9/,
64 W 82nd St,"64 W 82nd St, New York, NY",10024,"$2,800","$4,700",Studio - 1 Bed,,https://www.apartments.com/64-w-82nd-st-new-york-ny/8pb7ep2/,
Regency Towers,"245 E 63rd St, New York, NY",10065,"$4,300","$5,800",1-2 Beds,,https://www.apartments.com/regency-towers-new-york-ny/ng4w1xm/,
Embassy House,"301 E 47th St, New York, NY",10017,"$2,995","$9,350",Studio - 4 Beds,,https://www.apartments.com/embassy-house-new-york-ny/02b5v52/,
The Towne House,"106-114 E 38th St, New York, NY",10016,"$2,900","$7,250",Studio - 4 Beds,,https://www.apartments.com/the-towne-house-new-york-ny/7y0ln4x/,
Wimbledon Tower,"236 E 36th St, New York, NY",10016,"$3,300","$9,300",Studio - 4 Beds,,https://www.apartments.com/wimbledon-tower-new-york-ny/dvj9xch/,
312 E 51st St,"312 E 51st St, New York, NY",10022,"$2,550","$2,750",1 Bed,,https://www.apartments.com/312-e-51st-st-new-york-ny/ywvlxts/,
420 W 42nd St,"420 W 42nd St, New York, NY",10036,"$3,100","$9,000",Studio - 4 Beds,,https://www.apartments.com/420-w-42nd-st-new-york-ny/7vqs62w/,
305 W 45th St,"305 W 45th St, New York, NY",10036,"$2,800","$9,000",Studio - 4 Beds,,https://www.apartments.com/305-w-45th-st-new-york-ny/8hc2v50/,
The Ambassador East,"330 E 46th St, New York, NY",10017,"$2,795","$9,300",Studio - 4 Beds,,https://www.apartments.com/the-ambassador-east-new-york-ny/8kng3x1/,
133 W Third St,"133 W Third St, New York, NY",10012,"$2,500","$6,800",Studio - 2 Beds,,https://www.apartments.com/133-w-third-st-new-york-ny/d8j8n3k/,
The Dryden East,"150 E 39th St, New York, NY",10016,"$2,750","$7,188",Studio - 4 Beds,,https://www.apartments.com/the-dryden-east-new-york-ny/8ms8fn3/,
The Nash,"222 E 39th St, New York, NY",10016,"$3,500","$8,250",Studio - 4 Beds,,https://www.apartments.com/the-nash-new-york-ny/n3w1y8m/,
119 Payson Ave,"119 Payson Ave, New York, NY",10034,"$1,800","$2,800",1-2 Beds,,https://www.apartments.com/119-payson-ave-new-york-ny/h5l5yk0/,
2505 Hoffman St,"2505 Hoffman St, Bronx, NY",10458,"$3,800","$5,200",2-3 Beds,,https://www.apartments.com/2505-hoffman-st-bronx-ny/y4b5gjt/,
50 N 5th St,"50 N 5th St, Brooklyn, NY",11249,"$4,104","$7,174",Studio - 2 Beds,,https://www.apartments.com/50-n-5th-brooklyn-ny/kcsjrd9/,
558 E 191st St,"558 E 191st St, Bronx, NY",10458,"$4,000","$6,500",2-4 Beds,,https://www.apartments.com/558-e-191st-st-bronx-ny/9dxsck4/,
Magnolia Court,"42-04 Saull St, Flushing, NY",11355,"$2,000","$2,400",1 Bed,,https://www.apartments.com/magnolia-court-flushing-ny/3jmsz5e/,
94-25 57th Ave,"94-25 57th Ave, Elmhurst, NY",11373,"$2,440","$3,999",Studio - 2 Beds,,https://www.apartments.com/94-25-57th-ave-elmhurst-ny/n35306q/,
427 44th St,"427 44th St, Brooklyn, NY",11220,"$1,900","$1,900",1 Bed,,https://www.apartments.com/427-44th-st-brooklyn-ny/gl2qfrz/,
The Grand,"1770 Grand Concourse, Bronx, NY",10457,"$2,999","$2,999",2 Beds,,https://www.apartments.com/the-grand-bronx-ny/3nlrmsd/,
Shore View Apartments,"92-02-92-80 Holland Ave, Rockaway Beach, NY",11693,Call for Rent,Call for Rent,2-3 Beds,,https://www.apartments.com/shore-view-apartments-rockaway-beach-ny/zytv44y/,
66-70 Tulip Ave,"66-70 Tulip Ave, Floral Park, NY",11001,"$1,925","$1,925",1 Bed,,https://www.apartments.com/66-70-tulip-avenue-floral-park-ny/l4hwrqe/,
Hillside Park,"88-15 168th St, Jamaica, NY",11432,"$2,599","$3,100",Studio - 2 Beds,,https://www.apartments.com/hillside-park-jamaica-ny/rpb3543/,
Fordham Place,"2503 Hughes Ave, Bronx, NY",10458,"$2,300","$6,000",1-4 Beds,,https://www.apartments.com/fordham-place-bronx-ny/xqbcqdp/,
2406 Hoffman St,"2406 Hoffman St, The Bronx, NY",10458,"$2,400","$6,800",1-5 Beds,,https://www.apartments.com/2406-hoffman-st-the-bronx-ny/bw6qfn8/,
Park Haven,"88-25 153rd St, Jamaica, NY",11432,"$1,899","$3,399",Studio - 2 Beds,,https://www.apartments.com/park-haven-jamaica-ny/ds7krlk/,
Node Harman,"452 Harman St, Brooklyn, NY",11237,"$1,450","$3,000",1-3 Beds,,https://www.apartments.com/node-harman-brooklyn-ny/y3q2g2s/,
ParkHill City,"152-11 89th Ave, Jamaica, NY",11432,"$1,900","$5,000",Studio - 3 Beds,,https://www.apartments.com/parkhill-city-jamaica-ny/cs7kqlf/,
622 Van Cortlandt Pk Ave,"622 Van Cortlandt Pk Ave, Yonkers, NY",10705,"$1,495","$1,695",Studio - 1 Bed,,https://www.apartments.com/622-van-cortlandt-pk-ave-yonkers-ny/3m549vg/,
St Georges Crescent,"186 Saint Georges Cres, Bronx, NY",10458,"$1,700","$2,600",Studio - 2 Beds,,https://www.apartments.com/st-georges-crescent-bronx-ny/km48q69/,
The Park,"6155 Broadway, Bronx, NY",10471,"$1,700","$2,725",Studio - 2 Beds,,https://www.apartments.com/the-park-bronx-ny/04jcx23/,
Silver Lake Apartments,"937 Victory Blvd, Staten Island, NY",10301,"$1,433","$2,984",2 Beds,,https://www.apartments.com/silver-lake-apartments-staten-island-ny/b49385c/,
La Vista At Highland Park,"68 Sunnyside Ave, Brooklyn, NY",11207,"$1,000","$3,800",1-3 Beds,,https://www.apartments.com/la-vista-at-highland-park-brooklyn-ny/01z0cb1/,
"184 Prince St Unit FL3-ID1515, New York, NY 10012","184 Prince St Unit FL3-ID1515, New York, NY",10012,"$5,790","$5,790","1 Bed, 1 Bath, 450 sq ft",,https://www.apartments.com/184-prince-st-new-york-ny-unit-fl3-id1515/0hxyyk0/,(917) 508-5343
"4960 Broadway Unit 1d, New York, NY 10034","4960 Broadway Unit 1d, New York, NY",10034,"$2,800","$2,800","Studio, 1 Bath",,https://www.apartments.com/4960-broadway-new-york-ny-unit-1d/s9xyq97/,(347) 623-7658
"252 Broome St Unit 13, New York, NY 10002","252 Broome St Unit 13, New York, NY",10002,"$5,995","$5,995","3 Beds, 1 Bath",,https://www.apartments.com/252-broome-st-new-york-ny-unit-13/ltnzwtg/,(212) 279-1289
"326 E 35th St Unit 2, New York, NY 10016","326 E 35th St Unit 2, New York, NY",10016,"$2,495","$2,495","Studio, 1 Bath",,https://www.apartments.com/326-e-35th-st-new-york-ny-unit-2/7z5ww0y/,(718) 635-3607
"510 E 14th St Unit 511, New York, NY 10009","510 E 14th St Unit 511, New York, NY",10009,"$5,950","$5,950","1 Bed, 1 Bath",,https://www.apartments.com/510-e-14th-st-new-york-ny-unit-511/wh3kqth/,(212) 235-7433
"15 E 30th St Unit 22A, New York, NY 10016","15 E 30th St Unit 22A, New York, NY",10016,"$8,300","$8,300","2 Beds, 1 Bath",,https://www.apartments.com/15-e-30th-st-new-york-ny-unit-22a/eytss0m/,(212) 235-7433
"45 Park Ave Unit 14H, New York, NY 10016","45 Park Ave Unit 14H, New York, NY",10016,"$5,500","$5,500","2 Beds, 1 Bath",,https://www.apartments.com/45-park-ave-new-york-ny-unit-14h/w0yel1l/,(407) 731-5770
"410 E 13th St Unit 6E, New York, NY 10009","410 E 13th St Unit 6E, New York, NY",10009,"$6,495","$6,495","3 Beds, 1 Bath",,https://www.apartments.com/410-e-13th-st-new-york-ny-unit-6e/4r0fvvk/,(347) 325-7692
"372 Central Park W, New York, NY 10025","372 Central Park W, New York, NY",10025,"$8,500","$8,500","3 Beds, 2 Baths",,https://www.apartments.com/372-central-park-w-new-york-ny/ekj5jqm/,(917) 214-4302
"2841 Broadway, New York, NY 10025","2841 Broadway, New York, NY",10025,"$6,250","$6,250","3 Beds, 3 Baths",,https://www.apartments.com/2841-broadway-new-york-ny/kjhmbbc/,
"37 E 65th St Unit 1B, New York, NY 10065","37 E 65th St Unit 1B, New York, NY",10065,"$3,600","$3,600","1 Bed, 1 Bath",,https://www.apartments.com/37-e-65th-st-new-york-ny-unit-1b/1by44f6/,
"27 W 86th St Unit 3B, New York, NY 10024","27 W 86th St Unit 3B, New York, NY",10024,"$14,400","$14,400","4 Beds, 2 Baths, 1,876 sq ft",,https://www.apartments.com/27-w-86th-st-new-york-ny-unit-3b/4dx3ezk/,
"1485 5th Ave, New York, NY 10035","1485 5th Ave, New York, NY",10035,"$5,950","$5,950","3 Beds, 2 Baths",,https://www.apartments.com/1485-5th-ave-new-york-ny/yvqf5qv/,
"40 Broad St Unit 17D, New York, NY 10004","40 Broad St Unit 17D, New York, NY",10004,"$3,800","$3,800","2 Beds, 1 Bath",,https://www.apartments.com/40-broad-st-new-york-ny-unit-17d/wj1qltj/,(407) 731-5770
"77 White St, New York, NY 10013","77 White St, New York, NY",10013,"$12,000","$12,000","1 Bed, 2 Baths",,https://www.apartments.com/77-white-st-new-york-ny/1mvg0h6/,(218) 290-3647
"130 Barrow St Unit 5-G, New York, NY 10014","130 Barrow St Unit 5-G, New York, NY",10014,"$4,750","$4,750","1 Bed, 1 Bath, 700 sq ft",,https://www.apartments.com/130-barrow-st-new-york-ny-unit-5-g/h9j0dx2/,(212) 235-7433
"1280 5th Ave Unit 17-K, New York, NY 10029","1280 5th Ave Unit 17-K, New York, NY",10029,"$4,300","$4,300","1 Bed, 1 Bath, 780 sq ft",,https://www.apartments.com/1280-fifth-avenue-new-york-ny-unit-17-k/c8n1n8d/,(212) 235-7433
"106 Ridge St Unit 3D, New York, NY 10002","106 Ridge St Unit 3D, New York, NY",10002,"$7,995","$7,995","4 Beds, 1 Bath",,https://www.apartments.com/106-ridge-st-new-york-ny-unit-3d/cjv015f/,(212) 279-1289
"106 E 81st St Unit 2B, New York, NY 10028","106 E 81st St Unit 2B, New York, NY",10028,"$4,700","$4,700","1 Bed, 1 Bath",,https://www.apartments.com/106-e-81st-st-new-york-ny-unit-2b/39k90zg/,
"30 Dongan Pl Unit 4L, New York, NY 10040","30 Dongan Pl Unit 4L, New York, NY",10040,"$2,716","$2,716","1 Bed, 1 Bath, 775 sq ft",,https://www.apartments.com/30-dongan-pl-new-york-ny-unit-4l/b8v5tsc/,(754) 802-0719
"540 W 28th St Unit 1119, New York, NY 10001","540 W 28th St Unit 1119, New York, NY",10001,"$8,650","$8,650","2 Beds, 2 Baths",,https://www.apartments.com/540-w-28th-st-new-york-ny-unit-1119/ky04djc/,(212) 235-7433
"301 E 45th St, New York, NY 10017","301 E 45th St, New York, NY",10017,"$3,250","$3,250","1 Bed, 1 Bath",,https://www.apartments.com/301-e-45th-st-new-york-ny/j2tbf54/,
"12 W 44th St, New York, NY 10036","12 W 44th St, New York, NY",10036,"$2,578","$2,578","1 Bed, 1 Bath, 180 sq ft",,https://www.apartments.com/studio-basic-ensuite-bath-midtown-manh-new-york-ny/cz58p7g/,(202) 335-8689
"284 Lafayette St, New York, NY 10012","284 Lafayette St, New York, NY",10012,"$18,000","$18,000","3 Beds, 3 Baths",,https://www.apartments.com/284-lafayette-st-new-york-ny/1mw8207/,(917) 232-0166
"20 5th Ave Unit PHBC, New York, NY 10011","20 5th Ave Unit PHBC, New York, NY",10011,"$27,000","$27,000","3 Beds, 2 Baths",,https://www.apartments.com/20-5th-ave-new-york-ny-unit-phbc/8460md3/,
"145 E 16th St Unit 15A, New York, NY 10003","145 E 16th St Unit 15A, New York, NY",10003,"$5,600","$5,600","1 Bed, 1 Bath",,https://www.apartments.com/145-e-16th-st-new-york-ny-unit-15a/fzb676t/,
"147 E 90th St, New York, NY 10128","147 E 90th St, New York, NY",10128,"$4,695","$4,695","3 Beds, 2 Baths",,https://www.apartments.com/147-e-90th-st-new-york-ny/pbf5n0t/,(347) 881-8891
"159 E 55th St Unit 1B, New York, NY 10022","159 E 55th St Unit 1B, New York, NY",10022,"$2,800","$2,800","Studio, 1 Bath",,https://www.apartments.com/159-e-55th-st-new-york-ny-unit-1b/jnc0hr7/,
"207-209-209 W 11th St Unit 5B, New York, NY 10014","207-209-209 W 11th St Unit 5B, New York, NY",10014,"$4,125","$4,125","1 Bed, 1 Bath",,https://www.apartments.com/207-209-west-11th-street-new-york-ny-unit-5b/nzr3ewn/,(212) 279-1289
"2257 Adam Clayton Powell Jr Blvd, New York, NY 10027","2257 Adam Clayton Powell Jr Blvd, New York, NY",10027,"$3,850","$3,850","2 Beds, 2 Baths",,https://www.apartments.com/2257-adam-clayton-powell-jr-blvd-new-york-ny/e04m50m/,(718) 490-5708
"2 River Terrace Unit 1905, New York, NY 10282","2 River Terrace Unit 1905, New York, NY",10282,"$7,925","$7,925","3 Beds, 2 Baths",,https://www.apartments.com/2-river-terrace-new-york-ny-unit-1905/p7myzxt/,(786) 865-2589
"304 W 89th St, New York, NY 10024","304 W 89th St, New York, NY",10024,"$5,295","$5,295","2 Beds, 1 Bath",,https://www.apartments.com/304-w-89th-st-new-york-ny/xwns9pq/,(516) 523-4621
"630 1st Ave., New York, NY 10016","630 1st Ave., New York, NY",10016,"$3,800","$3,800","1 Bed, 1 Bath",,https://www.apartments.com/630-1st-ave-new-york-ny/2ejwh09/,(917) 686-4687
"51 Leroy St Unit FL3-ID1564, New York, NY 10014","51 Leroy St Unit FL3-ID1564, New York, NY",10014,"$5,820","$5,820","1 Bed, 1 Bath, 400 sq ft",,https://www.apartments.com/51-leroy-st-new-york-ny-unit-fl3-id1564/2cs8thb/,(917) 508-5343
"252 South St Unit 23F, New York, NY 10002","252 South St Unit 23F, New York, NY",10002,"$5,000","$5,000","1 Bed, 1 Bath",,https://www.apartments.com/252-south-st-new-york-ny-unit-23f/l48qrbf/,(917) 810-8399
"90 William St Unit 12H, New York, NY 10038","90 William St Unit 12H, New York, NY",10038,"$5,600","$5,600","2 Beds, 1 Bath",,https://www.apartments.com/90-william-st-new-york-ny-unit-12h/2eewjr8/,(917) 810-8399
